2025-07-14 10:57:19,433 mlscoringinference [INFO | langfuse_client.py : <module> : 19] --> Langfuse client initialized successfully
2025-07-14 10:57:19,641 mlscoringinference [INFO | react_agent.py : get_runnable_react : 50] --> React agent runnable for fund_agent_schema created successfully.
2025-07-14 10:57:19,641 mlscoringinference [INFO | react_agent.py : get_runnable_react : 36] --> React agent for trading_agent_schema Creating...
2025-07-14 10:57:19,641 mlscoringinference [INFO | json_utils.py : load_json_file : 53] --> Loading JSON file from path: C:\Users\rohangupta\Documents\new-voice-agent-chatbot_wrapper\voice_agent\chatbot_backend\agentic_flow\openapi_schema\trading_agent_schema.json
2025-07-14 10:57:19,650 mlscoringinference [INFO | react_agent.py : get_runnable_react : 44] --> API Specification loaded.
2025-07-14 10:57:19,650 mlscoringinference [INFO | react_agent.py : get_runnable_react : 50] --> React agent runnable for trading_agent_schema created successfully.
2025-07-14 10:57:19,650 mlscoringinference [INFO | information_center_agent.py : get_information_runnable_react : 34] --> Information React agent for information_centre_agent_schema Creating...
2025-07-14 10:57:19,650 mlscoringinference [INFO | json_utils.py : load_json_file : 53] --> Loading JSON file from path: C:\Users\rohangupta\Documents\new-voice-agent-chatbot_wrapper\voice_agent\chatbot_backend\agentic_flow\openapi_schema\information_centre_agent_schema.json
2025-07-14 10:57:19,657 mlscoringinference [INFO | information_center_agent.py : get_information_runnable_react : 38] --> API Specification loaded.
2025-07-14 10:57:19,657 mlscoringinference [INFO | json_utils.py : load_json_file : 53] --> Loading JSON file from path: C:\Users\rohangupta\Documents\new-voice-agent-chatbot_wrapper\voice_agent\chatbot_backend\agentic_flow\openapi_schema\information_centre_agent_static_data.json
2025-07-14 10:57:19,668 mlscoringinference [INFO | information_center_agent.py : get_information_runnable_react : 48] --> Information React agent runnable for information_centre_agent_schema created successfully.
2025-07-14 10:57:19,668 mlscoringinference [INFO | react_agent.py : get_runnable_react : 36] --> React agent for combine Creating...
2025-07-14 10:57:19,668 mlscoringinference [INFO | json_utils.py : load_json_file : 53] --> Loading JSON file from path: C:\Users\rohangupta\Documents\new-voice-agent-chatbot_wrapper\voice_agent\chatbot_backend\agentic_flow\openapi_schema\combine.json
2025-07-14 10:57:19,674 mlscoringinference [INFO | react_agent.py : get_runnable_react : 44] --> API Specification loaded.
2025-07-14 10:57:19,674 mlscoringinference [INFO | react_agent.py : get_runnable_react : 50] --> React agent runnable for combine created successfully.
2025-07-14 10:57:19,674 mlscoringinference [INFO | langgraph_builder.py : <module> : 84] --> Rannnable for all agents created successfully.
2025-07-14 10:57:19,955 mlscoringinference [INFO | chatbot_service.py : <module> : 37] --> Chatbot service initialization started.
2025-07-14 10:57:19,955 mlscoringinference [INFO | session_store.py : __init__ : 29] --> Initializing RedisSessionStore.
2025-07-14 10:57:19,955 mlscoringinference [INFO | session_store.py : __init__ : 33] --> RedisSessionStore initialized successfully.
2025-07-14 10:57:19,955 mlscoringinference [INFO | langgraph_builder.py : create_langgraph_supervisor : 94] --> Graph State define Initiated.
2025-07-14 10:57:19,955 mlscoringinference [INFO | langgraph_builder.py : create_langgraph_supervisor : 96] --> Graph State define Successfull.
2025-07-14 10:57:19,955 mlscoringinference [INFO | langgraph_builder.py : create_langgraph_supervisor : 99] --> Defining nodes in the graph.
2025-07-14 10:57:19,955 mlscoringinference [INFO | langgraph_builder.py : create_langgraph_supervisor : 106] --> Registering agents and tools in the graph.
2025-07-14 10:57:20,008 mlscoringinference [INFO | langgraph_builder.py : create_langgraph_supervisor : 159] --> Adding edges to the graph.
2025-07-14 10:57:20,012 mlscoringinference [INFO | langgraph_builder.py : create_langgraph_supervisor : 202] --> LangGraph Supervisor created successfully.
2025-07-14 10:57:20,032 mlscoringinference [INFO | chatbot_service.py : <module> : 53] --> Chatbot service initialized successfully.
2025-07-14 10:57:44,743 mlscoringinference [INFO | chatbot_service.py : get_chatbot_response : 69] --> Received chatbot payload: user_id='NAGSYA5' session_id='e0a5398e-ede4-49b3-90f8-2d4a300e36e1' client_id='NAGSYA5' role='CLIENT' token='2b25f230-756b-49f7-a59f-58e332e8dac5' interaction=InteractionV2(type='AGENTIC_FLOW', attachement='', input=InputData(text='give me ledger statement', id=None, from_date=None, to_date=None), metadata=Metadata(source='web'), request_id='95312fdf-01a4-453b-8447-305a2d9fb6fb')
2025-07-14 10:57:44,743 mlscoringinference [INFO | main.py : communicate : 34] --> Payload request id is : 95312fdf-01a4-453b-8447-305a2d9fb6fb
2025-07-14 10:57:44,747 mlscoringinference [INFO | main.py : communicate : 97] --> new request id: req-48b2084d-48c3-4a61-9bf2-faa9a6117adf
2025-07-14 10:57:44,747 mlscoringinference [INFO | main.py : communicate : 110] --> Starting new graph invocation with request_id: req-48b2084d-48c3-4a61-9bf2-faa9a6117adf
2025-07-14 10:57:44,747 mlscoringinference [INFO | main.py : communicate : 119] --> Invoking graph with user query: 'give me ledger statement'
2025-07-14 10:57:44,747 mlscoringinference [INFO | llm_models.py : pre_model_hook : 47] --> max tokens till now: 10
2025-07-14 10:57:44,789 mlscoringinference [INFO | supervisor_agent_v2.py : __call__ : 22] --> Trimmed messages: [HumanMessage(content='give me ledger statement', additional_kwargs={}, response_metadata={}, id='b7f2f61c-f411-4c2e-899b-9c8b0834c0c3')]
2025-07-14 10:57:44,792 mlscoringinference [INFO | supervisor_agent_v2.py : __call__ : 24] --> Assistance started..
2025-07-14 10:57:47,424 mlscoringinference [INFO | supervisor_agent_v2.py : __call__ : 36] --> Assistance Break.
2025-07-14 10:57:47,424 mlscoringinference [INFO | supervisor_agent_v2.py : __call__ : 39] --> Assitance completed.
2025-07-14 10:57:47,429 mlscoringinference [INFO | dynamic_router.py : route_primary_assistant : 13] --> Primary Router function Activated.
2025-07-14 10:57:47,429 mlscoringinference [INFO | dynamic_router.py : route_primary_assistant : 22] --> Primary Router state Routed to : ReportAgent.
2025-07-14 10:57:47,432 mlscoringinference [INFO | react_agent.py : __call__ : 59] --> react agent initiated...
2025-07-14 10:57:47,432 mlscoringinference [INFO | state_utils.py : inject_tool_message : 22] --> Tool message injection Initiated.
2025-07-14 10:57:47,432 mlscoringinference [INFO | state_utils.py : inject_tool_message : 43] --> Tool message for ReportAgent injected successfully
2025-07-14 10:57:47,435 mlscoringinference [INFO | react_agent.py : __call__ : 66] --> Client ID from payload: NAGSYA5
2025-07-14 10:57:47,435 mlscoringinference [INFO | llm_models.py : pre_model_hook : 47] --> max tokens till now: 115
2025-07-14 10:57:47,435 mlscoringinference [INFO | react_agent.py : __call__ : 75] --> Trimmed messages: [HumanMessage(content='give me ledger statement', additional_kwargs={}, response_metadata={}, id='b7f2f61c-f411-4c2e-899b-9c8b0834c0c3'), AIMessage(content=[{'type': 'tool_use', 'name': 'ReportAgent', 'input': {'instuction': 'give me ledger statement'}, 'id': 'tooluse_QyaJemv6Sw6LvqPq_m3tOg'}], additional_kwargs={}, response_metadata={'ResponseMetadata': {'RequestId': 'a3798f96-550a-478d-9e63-4dd9c35524ee', 'HTTPStatusCode': 200, 'HTTPHeaders': {'date': 'Mon, 14 Jul 2025 05:27:47 GMT', 'content-type': 'application/json', 'content-length': '304', 'connection': 'keep-alive', 'x-amzn-requestid': 'a3798f96-550a-478d-9e63-4dd9c35524ee'}, 'RetryAttempts': 0}, 'stopReason': 'tool_use', 'metrics': {'latencyMs': [2023]}, 'model_name': 'anthropic.claude-3-sonnet-20240229-v1:0'}, id='run--5e6922a9-4825-4dac-9327-451c3a0488ae-0', tool_calls=[{'name': 'ReportAgent', 'args': {'instuction': 'give me ledger statement'}, 'id': 'tooluse_QyaJemv6Sw6LvqPq_m3tOg', 'type': 'tool_call'}], usage_metadata={'input_tokens': 3129, 'output_tokens': 60, 'total_tokens': 3189, 'input_token_details': {'cache_creation': 0, 'cache_read': 0}}), ToolMessage(content='The assistant is now the ReportAgent. Reflect on the above conversation between the host assistant and the user. Remember, you are ReportAgent, Do not mention who you are - just act as the proxy for the assistant.', tool_call_id='tooluse_QyaJemv6Sw6LvqPq_m3tOg')]
2025-07-14 10:57:47,435 mlscoringinference [INFO | react_agent.py : __call__ : 88] --> Invoking React agent with inputs...
2025-07-14 10:57:56,314 mlscoringinference [INFO | react_agent.py : __call__ : 90] --> React agent invoked successfully.
2025-07-14 10:57:56,317 mlscoringinference [INFO | react_agent.py : __call__ : 103] --> Assistance Break.
2025-07-14 10:57:56,319 mlscoringinference [INFO | react_agent.py : __call__ : 106] --> react agent completed.
2025-07-14 10:57:56,321 mlscoringinference [INFO | dynamic_router.py : report_dynamic_router : 30] --> Report Dynamic Router function Activated.
2025-07-14 10:57:56,322 mlscoringinference [INFO | dynamic_router.py : report_dynamic_router : 44] --> Report Dynamic Router state has AskBackToUser Tool.
2025-07-14 10:57:56,322 mlscoringinference [INFO | human_in_loop_node.py : report_human_node : 15] --> Report Human Node Activated.
2025-07-14 10:57:56,322 mlscoringinference [INFO | human_in_loop_node.py : report_human_node : 22] --> Ask back content: {'name': 'AskBackToUser', 'args': {'interrupt_message': 'To generate your ledger statement, I need the following details:\n\n1. Start date for the report (mm/dd/yyyy format)\n2. End date for the report (mm/dd/yyyy format) \n3. Which exchange segment to include (Combine or MTF)?\n4. Filter the data by voucher date or effective date?\n5. How would you like to receive the report (download link or email)?'}, 'id': 'tooluse_vQKdLBNZSD25_qYALxxQvA', 'type': 'tool_call'}
2025-07-14 10:57:56,322 mlscoringinference [INFO | ask_back_guard.py : ask_back_final_check : 17] --> Starting Ask Back final check...
2025-07-14 10:57:56,322 mlscoringinference [INFO | api_guard.py : get_regex_output_guard : 56] --> Starting Regex output guard...
2025-07-14 10:57:56,322 mlscoringinference [INFO | api_guard.py : get_regex_output_guard : 59] --> Checking message for forbidden patterns: To generate your ledger statement, I need the foll...
2025-07-14 10:57:56,322 mlscoringinference [INFO | api_guard.py : get_regex_output_guard : 66] --> Regex guard check completed - no forbidden patterns detected
2025-07-14 10:57:56,322 mlscoringinference [INFO | api_guard.py : get_ban_words_guard : 74] --> Starting Banned words guard...
2025-07-14 10:57:56,322 mlscoringinference [INFO | api_guard.py : get_ban_words_guard : 83] --> Banned words guard check completed - no banned words detected.
2025-07-14 10:57:56,322 mlscoringinference [INFO | ask_back_guard.py : ask_back_final_check : 33] --> Regex and ban words validation passed successfully
2025-07-14 10:57:56,322 mlscoringinference [INFO | ask_back_guard.py : ask_back_final_check : 35] --> Ask Back final check completed - valid response received
2025-07-14 10:57:56,330 mlscoringinference [INFO | main.py : communicate : 121] --> Graph invocation completed successfully
2025-07-14 10:57:56,346 mlscoringinference [INFO | main.py : communicate : 132] --> Intrupted Messages goes to User.
2025-07-14 10:57:56,348 mlscoringinference [INFO | main.py : communicate : 138] --> Request id is : req-48b2084d-48c3-4a61-9bf2-faa9a6117adf
2025-07-14 10:57:56,348 mlscoringinference [INFO | main.py : communicate : 148] --> Response generated successfully for session_id: e0a5398e-ede4-49b3-90f8-2d4a300e36e1
2025-07-14 10:57:56,348 mlscoringinference [INFO | chatbot_service.py : get_chatbot_response : 108] --> Handled via agentic (LangGraph) flow.
2025-07-14 10:59:46,284 mlscoringinference [INFO | chatbot_service.py : get_chatbot_response : 69] --> Received chatbot payload: user_id='NAGSYA5' session_id='e0a5398e-ede4-49b3-90f8-2d4a300e36e1' client_id='NAGSYA5' role='CLIENT' token='2b25f230-756b-49f7-a59f-58e332e8dac5' interaction=InteractionV2(type='AGENTIC_FLOW', attachement='', input=InputData(text='generate ledger statement for last year with exchange segment as Combine and filter by effective date, and provide via download link', id=None, from_date=None, to_date=None), metadata=Metadata(source='web'), request_id='0b279ac4-35ae-4b93-8005-e55469f982b4')
2025-07-14 10:59:46,284 mlscoringinference [INFO | main.py : communicate : 34] --> Payload request id is : 0b279ac4-35ae-4b93-8005-e55469f982b4
2025-07-14 10:59:46,291 mlscoringinference [INFO | main.py : communicate : 68] --> Interupt Resume: >>
2025-07-14 10:59:46,291 mlscoringinference [INFO | main.py : communicate : 76] --> Starting interrupt resume with request_id: 0b279ac4-35ae-4b93-8005-e55469f982b4
2025-07-14 10:59:46,291 mlscoringinference [INFO | main.py : communicate : 84] --> Invoking graph with interrupt resume command
2025-07-14 10:59:46,300 mlscoringinference [INFO | human_in_loop_node.py : report_human_node : 15] --> Report Human Node Activated.
2025-07-14 10:59:46,306 mlscoringinference [INFO | human_in_loop_node.py : report_human_node : 22] --> Ask back content: {'name': 'AskBackToUser', 'args': {'interrupt_message': 'To generate your ledger statement, I need the following details:\n\n1. Start date for the report (mm/dd/yyyy format)\n2. End date for the report (mm/dd/yyyy format) \n3. Which exchange segment to include (Combine or MTF)?\n4. Filter the data by voucher date or effective date?\n5. How would you like to receive the report (download link or email)?'}, 'id': 'tooluse_vQKdLBNZSD25_qYALxxQvA', 'type': 'tool_call'}
2025-07-14 10:59:46,308 mlscoringinference [INFO | ask_back_guard.py : ask_back_final_check : 17] --> Starting Ask Back final check...
2025-07-14 10:59:46,309 mlscoringinference [INFO | api_guard.py : get_regex_output_guard : 56] --> Starting Regex output guard...
2025-07-14 10:59:46,310 mlscoringinference [INFO | api_guard.py : get_regex_output_guard : 59] --> Checking message for forbidden patterns: To generate your ledger statement, I need the foll...
2025-07-14 10:59:46,310 mlscoringinference [INFO | api_guard.py : get_regex_output_guard : 66] --> Regex guard check completed - no forbidden patterns detected
2025-07-14 10:59:46,310 mlscoringinference [INFO | api_guard.py : get_ban_words_guard : 74] --> Starting Banned words guard...
2025-07-14 10:59:46,310 mlscoringinference [INFO | api_guard.py : get_ban_words_guard : 83] --> Banned words guard check completed - no banned words detected.
2025-07-14 10:59:46,310 mlscoringinference [INFO | ask_back_guard.py : ask_back_final_check : 33] --> Regex and ban words validation passed successfully
2025-07-14 10:59:46,310 mlscoringinference [INFO | ask_back_guard.py : ask_back_final_check : 35] --> Ask Back final check completed - valid response received
2025-07-14 10:59:46,310 mlscoringinference [INFO | human_in_loop_node.py : report_human_node : 25] --> User input received: generate ledger statement for last year with exchange segment as Combine and filter by effective date, and provide via download link
2025-07-14 10:59:46,310 mlscoringinference [INFO | react_agent.py : __call__ : 59] --> react agent initiated...
2025-07-14 10:59:46,310 mlscoringinference [INFO | state_utils.py : inject_tool_message : 22] --> Tool message injection Initiated.
2025-07-14 10:59:46,310 mlscoringinference [INFO | state_utils.py : inject_tool_message : 26] --> No tool_calls found in the latest AIMessage. Skipping injection.
2025-07-14 10:59:46,319 mlscoringinference [INFO | react_agent.py : __call__ : 66] --> Client ID from payload: NAGSYA5
2025-07-14 10:59:46,319 mlscoringinference [INFO | llm_models.py : pre_model_hook : 47] --> max tokens till now: 435
2025-07-14 10:59:46,319 mlscoringinference [INFO | react_agent.py : __call__ : 75] --> Trimmed messages: [HumanMessage(content='give me ledger statement', additional_kwargs={}, response_metadata={}, id='b7f2f61c-f411-4c2e-899b-9c8b0834c0c3'), AIMessage(content=[{'type': 'tool_use', 'name': 'ReportAgent', 'input': {'instuction': 'give me ledger statement'}, 'id': 'tooluse_QyaJemv6Sw6LvqPq_m3tOg'}], additional_kwargs={}, response_metadata={'ResponseMetadata': {'RequestId': 'a3798f96-550a-478d-9e63-4dd9c35524ee', 'HTTPStatusCode': 200, 'HTTPHeaders': {'date': 'Mon, 14 Jul 2025 05:27:47 GMT', 'content-type': 'application/json', 'content-length': '304', 'connection': 'keep-alive', 'x-amzn-requestid': 'a3798f96-550a-478d-9e63-4dd9c35524ee'}, 'RetryAttempts': 0}, 'stopReason': 'tool_use', 'metrics': {'latencyMs': [2023]}, 'model_name': 'anthropic.claude-3-sonnet-20240229-v1:0'}, id='run--5e6922a9-4825-4dac-9327-451c3a0488ae-0', tool_calls=[{'name': 'ReportAgent', 'args': {'instuction': 'give me ledger statement'}, 'id': 'tooluse_QyaJemv6Sw6LvqPq_m3tOg', 'type': 'tool_call'}], usage_metadata={'input_tokens': 3129, 'output_tokens': 60, 'total_tokens': 3189, 'input_token_details': {'cache_creation': 0, 'cache_read': 0}}), ToolMessage(content='The assistant is now the ReportAgent. Reflect on the above conversation between the host assistant and the user. Remember, you are ReportAgent, Do not mention who you are - just act as the proxy for the assistant.', id='bd6a65e2-54df-4d10-995b-044d75f9e0ba', tool_call_id='tooluse_QyaJemv6Sw6LvqPq_m3tOg'), AIMessage(content=[{'type': 'text', 'text': 'Thought: The user has requested a ledger statement, which requires calling the getLedgerStatement API endpoint. To do this, I need the following parameters:\n\n- clientId (available as NAGSYA5 from <customer_context>)\n- from_Date (start date for the ledger report)\n- to_Date (end date for the ledger report) \n- exchange_Seg (segment to filter data by)\n- date_Type (whether to filter by voucher or effective date)\n- return_Type (how to deliver the report)\n\nI have the clientId, but still need the date range, segment, date type, and return type from the user.\n\nAction: '}, {'type': 'tool_use', 'name': 'AskBackToUser', 'input': {'interrupt_message': 'To generate your ledger statement, I need the following details:\n\n1. Start date for the report (mm/dd/yyyy format)\n2. End date for the report (mm/dd/yyyy format) \n3. Which exchange segment to include (Combine or MTF)?\n4. Filter the data by voucher date or effective date?\n5. How would you like to receive the report (download link or email)?'}, 'id': 'tooluse_vQKdLBNZSD25_qYALxxQvA'}], additional_kwargs={}, response_metadata={'ResponseMetadata': {'RequestId': '8ad489d2-0b5a-4cfb-83ee-12538d2e9567', 'HTTPStatusCode': 200, 'HTTPHeaders': {'date': 'Mon, 14 Jul 2025 05:27:56 GMT', 'content-type': 'application/json', 'content-length': '1226', 'connection': 'keep-alive', 'x-amzn-requestid': '8ad489d2-0b5a-4cfb-83ee-12538d2e9567'}, 'RetryAttempts': 0}, 'stopReason': 'tool_use', 'metrics': {'latencyMs': [8741]}, 'model_name': 'anthropic.claude-3-sonnet-20240229-v1:0'}, id='run--3eaf39ae-4b46-48e5-9dcb-24c5268955f8-0', tool_calls=[{'name': 'AskBackToUser', 'args': {'interrupt_message': 'To generate your ledger statement, I need the following details:\n\n1. Start date for the report (mm/dd/yyyy format)\n2. End date for the report (mm/dd/yyyy format) \n3. Which exchange segment to include (Combine or MTF)?\n4. Filter the data by voucher date or effective date?\n5. How would you like to receive the report (download link or email)?'}, 'id': 'tooluse_vQKdLBNZSD25_qYALxxQvA', 'type': 'tool_call'}], usage_metadata={'input_tokens': 8515, 'output_tokens': 302, 'total_tokens': 8817, 'input_token_details': {'cache_creation': 0, 'cache_read': 0}}), ToolMessage(content='generate ledger statement for last year with exchange segment as Combine and filter by effective date, and provide via download link', id='274b17e1-c9db-4485-b602-aac93ca24ae6', tool_call_id='tooluse_vQKdLBNZSD25_qYALxxQvA')]
2025-07-14 10:59:46,321 mlscoringinference [INFO | react_agent.py : __call__ : 88] --> Invoking React agent with inputs...
2025-07-14 10:59:52,331 mlscoringinference [INFO | react_agent.py : __call__ : 90] --> React agent invoked successfully.
2025-07-14 10:59:52,331 mlscoringinference [INFO | react_agent.py : __call__ : 103] --> Assistance Break.
2025-07-14 10:59:52,333 mlscoringinference [INFO | react_agent.py : __call__ : 106] --> react agent completed.
2025-07-14 10:59:52,333 mlscoringinference [INFO | dynamic_router.py : report_dynamic_router : 30] --> Report Dynamic Router function Activated.
2025-07-14 10:59:52,342 mlscoringinference [INFO | react_tool.py : request_post : 30] --> Request POST tool initiated...
2025-07-14 10:59:52,345 mlscoringinference [INFO | json_utils.py : load_json_file : 53] --> Loading JSON file from path: C:\Users\rohangupta\Documents\new-voice-agent-chatbot_wrapper\voice_agent\chatbot_backend\agentic_flow\openapi_schema\system_params_mapper.json
2025-07-14 10:59:52,349 mlscoringinference [INFO | react_tool.py : _get_post_tool_data : 45] --> Payload received: {'user_id': 'NAGSYA5', 'session_id': 'e0a5398e-ede4-49b3-90f8-2d4a300e36e1', 'client_id': 'NAGSYA5', 'role': 'CLIENT', 'token': '2b25f230-756b-49f7-a59f-58e332e8dac5', 'interaction': {'type': 'AGENTIC_FLOW', 'attachement': '', 'input': {'text': 'give me ledger statement', 'id': None, 'from_date': None, 'to_date': None}, 'metadata': {'source': 'web'}, 'request_id': 'req-48b2084d-48c3-4a61-9bf2-faa9a6117adf'}}
2025-07-14 10:59:52,349 mlscoringinference [INFO | react_tool.py : _get_post_tool_data : 58] --> Extracted user_id from payload: NAGSYA5
2025-07-14 10:59:52,351 mlscoringinference [INFO | react_tool.py : _get_post_tool_data : 58] --> Extracted role from payload: CLIENT
2025-07-14 10:59:52,351 mlscoringinference [INFO | react_tool.py : request_post : 100] --> Making POST request to http://10.167.203.119/gw/api/cbot/ledgerstatement with headers: {'sessionid': 'e0a5398e-ede4-49b3-90f8-2d4a300e36e1', 'token': '2b25f230-756b-49f7-a59f-58e332e8dac5', 'User-Agent': 'Mozilla/5.0', 'Content-Type': 'application/json'} and body: {'clientid': 'NAGSYA5', 'from_Date': '04/01/2024', 'to_Date': '03/31/2025', 'exchange_Seg': 'Combine', 'date_Type': 'Effective', 'Return_Type': 'Link', 'userId': 'NAGSYA5', 'role': 'CLIENT'}
2025-07-14 10:59:52,431 mlscoringinference [INFO | react_agent.py : __call__ : 59] --> react agent initiated...
2025-07-14 10:59:52,431 mlscoringinference [INFO | state_utils.py : inject_tool_message : 22] --> Tool message injection Initiated.
2025-07-14 10:59:52,431 mlscoringinference [INFO | state_utils.py : inject_tool_message : 26] --> No tool_calls found in the latest AIMessage. Skipping injection.
2025-07-14 10:59:52,432 mlscoringinference [INFO | react_agent.py : __call__ : 66] --> Client ID from payload: NAGSYA5
2025-07-14 10:59:52,433 mlscoringinference [INFO | llm_models.py : pre_model_hook : 47] --> max tokens till now: 707
